STATISTIC	Statistic Label	TLIST(A1)	Year	C02873V03456	Type of Admission	C02842V03416	Health Service Executive Area	C02922V03531	Marital Status	UNIT	VALUE
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X03	HSE-South	-	All marital status	"Rate per 100,000 Pop."	130
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X03	HSE-South	1	Single	"Rate per 100,000 Pop."	129
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X03	HSE-South	2	Married	"Rate per 100,000 Pop."	107
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X03	HSE-South	3	Widowed	"Rate per 100,000 Pop."	148
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X03	HSE-South	5	Divorced	"Rate per 100,000 Pop."	175
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X03	HSE-South	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X04	HSE-West	-	All marital status	"Rate per 100,000 Pop."	124
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X04	HSE-West	1	Single	"Rate per 100,000 Pop."	119
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X04	HSE-West	2	Married	"Rate per 100,000 Pop."	106
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X04	HSE-West	3	Widowed	"Rate per 100,000 Pop."	100
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X04	HSE-West	5	Divorced	"Rate per 100,000 Pop."	128
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X04	HSE-West	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X06	Non-residents	-	All marital status	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X06	Non-residents	1	Single	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X06	Non-residents	2	Married	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X06	Non-residents	3	Widowed	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X06	Non-residents	5	Divorced	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X06	Non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X23	All HSE areas incl. non-residents	-	All marital status	"Rate per 100,000 Pop."	132
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X23	All HSE areas incl. non-residents	1	Single	"Rate per 100,000 Pop."	125
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X23	All HSE areas incl. non-residents	2	Married	"Rate per 100,000 Pop."	108
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X23	All HSE areas incl. non-residents	3	Widowed	"Rate per 100,000 Pop."	146
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X23	All HSE areas incl. non-residents	5	Divorced	"Rate per 100,000 Pop."	176
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2013	2013	1	First admissions	X23	All HSE areas incl. non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	"Rate per 100,000 Pop."	388
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	"Rate per 100,000 Pop."	386
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	"Rate per 100,000 Pop."	292
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	"Rate per 100,000 Pop."	472
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	"Rate per 100,000 Pop."	744
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X02	HSE-Dublin/North-East	-	All marital status	"Rate per 100,000 Pop."	379
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X02	HSE-Dublin/North-East	1	Single	"Rate per 100,000 Pop."	387
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X02	HSE-Dublin/North-East	2	Married	"Rate per 100,000 Pop."	271
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X02	HSE-Dublin/North-East	3	Widowed	"Rate per 100,000 Pop."	308
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X02	HSE-Dublin/North-East	5	Divorced	"Rate per 100,000 Pop."	865
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X02	HSE-Dublin/North-East	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X03	HSE-South	-	All marital status	"Rate per 100,000 Pop."	386
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X03	HSE-South	1	Single	"Rate per 100,000 Pop."	436
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X03	HSE-South	2	Married	"Rate per 100,000 Pop."	245
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X03	HSE-South	3	Widowed	"Rate per 100,000 Pop."	388
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X03	HSE-South	5	Divorced	"Rate per 100,000 Pop."	708
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X03	HSE-South	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X04	HSE-West	-	All marital status	"Rate per 100,000 Pop."	393
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X04	HSE-West	1	Single	"Rate per 100,000 Pop."	419
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X04	HSE-West	2	Married	"Rate per 100,000 Pop."	257
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X04	HSE-West	3	Widowed	"Rate per 100,000 Pop."	305
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X04	HSE-West	5	Divorced	"Rate per 100,000 Pop."	631
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X04	HSE-West	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X06	Non-residents	-	All marital status	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X06	Non-residents	1	Single	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X06	Non-residents	2	Married	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X06	Non-residents	3	Widowed	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X06	Non-residents	5	Divorced	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X06	Non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X23	All HSE areas incl. non-residents	-	All marital status	"Rate per 100,000 Pop."	388
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X23	All HSE areas incl. non-residents	1	Single	"Rate per 100,000 Pop."	407
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X23	All HSE areas incl. non-residents	2	Married	"Rate per 100,000 Pop."	267
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X23	All HSE areas incl. non-residents	3	Widowed	"Rate per 100,000 Pop."	373
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X23	All HSE areas incl. non-residents	5	Divorced	"Rate per 100,000 Pop."	744
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	-	All admissions	X23	All HSE areas incl. non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	"Rate per 100,000 Pop."	130
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	"Rate per 100,000 Pop."	117
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	"Rate per 100,000 Pop."	107
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	"Rate per 100,000 Pop."	184
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	"Rate per 100,000 Pop."	203
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X02	HSE-Dublin/North-East	-	All marital status	"Rate per 100,000 Pop."	122
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X02	HSE-Dublin/North-East	1	Single	"Rate per 100,000 Pop."	121
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X02	HSE-Dublin/North-East	2	Married	"Rate per 100,000 Pop."	95
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X02	HSE-Dublin/North-East	3	Widowed	"Rate per 100,000 Pop."	98
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X02	HSE-Dublin/North-East	5	Divorced	"Rate per 100,000 Pop."	216
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X02	HSE-Dublin/North-East	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X03	HSE-South	-	All marital status	"Rate per 100,000 Pop."	134
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X03	HSE-South	1	Single	"Rate per 100,000 Pop."	142
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X03	HSE-South	2	Married	"Rate per 100,000 Pop."	96
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X03	HSE-South	3	Widowed	"Rate per 100,000 Pop."	148
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X03	HSE-South	5	Divorced	"Rate per 100,000 Pop."	256
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X03	HSE-South	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X04	HSE-West	-	All marital status	"Rate per 100,000 Pop."	128
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X04	HSE-West	1	Single	"Rate per 100,000 Pop."	126
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X04	HSE-West	2	Married	"Rate per 100,000 Pop."	96
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X04	HSE-West	3	Widowed	"Rate per 100,000 Pop."	118
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X04	HSE-West	5	Divorced	"Rate per 100,000 Pop."	123
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X04	HSE-West	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X06	Non-residents	-	All marital status	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X06	Non-residents	1	Single	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X06	Non-residents	2	Married	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X06	Non-residents	3	Widowed	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X06	Non-residents	5	Divorced	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X06	Non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X23	All HSE areas incl. non-residents	-	All marital status	"Rate per 100,000 Pop."	130
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X23	All HSE areas incl. non-residents	1	Single	"Rate per 100,000 Pop."	127
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X23	All HSE areas incl. non-residents	2	Married	"Rate per 100,000 Pop."	100
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X23	All HSE areas incl. non-residents	3	Widowed	"Rate per 100,000 Pop."	140
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X23	All HSE areas incl. non-residents	5	Divorced	"Rate per 100,000 Pop."	206
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2014	2014	1	First admissions	X23	All HSE areas incl. non-residents	9	Unknown	"Rate per 100,000 Pop."	
